296	296	7648
1	1	2.42555
1	2	0.676557
2	1	0.676557
1	3	0.366759
3	1	0.366759
1	4	-0.294506
4	1	-0.294506
1	38	-0.427338
38	1	-0.427338
1	37	-0.125903
37	1	-0.125903
1	39	-0.0907384
39	1	-0.0907384
1	40	-0.061752
40	1	-0.061752
2	2	2.51938
2	3	0.375757
3	2	0.375757
2	4	0.31059
4	2	0.31059
2	38	-2.26076
38	2	-2.26076
2	37	-0.373219
37	2	-0.373219
2	39	-0.254727
39	2	-0.254727
2	40	-0.296897
40	2	-0.296897
3	3	0.132148
3	4	0.00164927
4	3	0.00164927
3	38	-0.28943
38	3	-0.28943
3	37	-0.0830572
37	3	-0.0830572
3	39	-0.0527745
39	3	-0.0527745
3	40	-0.0403661
40	3	-0.0403661
4	4	0.139879
4	38	-0.308067
38	4	-0.308067
4	37	-0.049215
37	4	-0.049215
4	39	-0.0327723
39	4	-0.0327723
4	40	-0.0405802
40	4	-0.0405802
38	38	2.68529
38	39	0.395781
39	38	0.395781
38	40	0.300527
40	38	0.300527
37	38	0.784332
38	37	0.784332
37	37	3.08192
37	39	0.431959
39	37	0.431959
37	40	-0.366362
40	37	-0.366362
39	39	0.144027
39	40	-0.00676969
40	39	-0.00676969
40	40	0.150534
5	5	2.6158
5	6	0.773759
6	5	0.773759
5	7	0.388431
7	5	0.388431
5	8	-0.29277
8	5	-0.29277
6	6	3.07575
6	7	0.430553
7	6	0.430553
6	8	0.369363
8	6	0.369363
7	7	0.142609
7	8	0.00787994
8	7	0.00787994
8	8	0.149549
2	5	-0.509603
5	2	-0.509603
2	6	-2.80436
6	2	-2.80436
2	7	-0.339776
7	2	-0.339776
2	8	-0.367368
8	2	-0.367368
2	2	3.07088
2	3	0.430109
3	2	0.430109
2	4	0.369689
4	2	0.369689
1	5	-0.216115
5	1	-0.216115
1	6	-0.511773
6	1	-0.511773
1	7	-0.122142
7	1	-0.122142
1	8	-0.0604768
8	1	-0.0604768
1	2	0.77114
2	1	0.77114
1	1	2.59796
1	3	0.386753
3	1	0.386753
1	4	-0.290866
4	1	-0.290866
3	5	-0.12181
5	3	-0.12181
3	6	-0.340946
6	3	-0.340946
3	7	-0.0712504
7	3	-0.0712504
3	8	-0.0442522
8	3	-0.0442522
3	3	0.142331
3	4	0.00810465
4	3	0.00810465
4	5	-0.0599264
5	4	-0.0599264
4	6	-0.367718
6	4	-0.367718
4	7	-0.0439548
7	4	-0.0439548
4	8	-0.0517559
8	4	-0.0517559
4	4	0.149284
9	9	2.87032
9	10	0.851705
10	9	0.851705
9	11	0.419157
11	9	0.419157
9	12	-0.307904
12	9	-0.307904
9	42	-0.529497
42	9	-0.529497
9	41	-0.261945
41	9	-0.261945
9	43	-0.134127
43	9	-0.134127
9	44	-0.0528183
44	9	-0.0528183
10	10	3.43317
10	11	0.469562
11	10	0.469562
10	12	0.40012
12	10	0.40012
10	42	-3.09992
42	10	-3.09992
10	41	-0.602387
41	10	-0.602387
10	43	-0.394395
43	10	-0.394395
10	44	-0.407633
44	10	-0.407633
11	11	0.152843
11	12	0.00958186
12	11	0.00958186
11	42	-0.357995
42	11	-0.357995
11	41	-0.145363
41	11	-0.145363
11	43	-0.0803611
43	11	-0.0803611
11	44	-0.0430355
44	11	-0.0430355
12	12	0.157428
12	42	-0.397035
42	12	-0.397035
12	41	-0.0713442
41	12	-0.0713442
12	43	-0.0527256
43	12	-0.0527256
12	44	-0.0576893
44	12	-0.0576893
42	42	3.28635
42	43	0.457413
43	42	0.457413
42	44	0.409756
44	42	0.409756
41	42	0.781176
42	41	0.781176
41	41	2.35576
41	43	0.371825
43	41	0.371825
41	44	-0.253426
44	41	-0.253426
43	43	0.145184
43	44	0.0159078
44	43	0.0159078
44	44	0.149977
6	9	-0.477861
9	6	-0.477861
6	10	-0.139085
10	6	-0.139085
6	11	-0.100321
11	6	-0.100321
6	12	0.07073
12	6	0.07073
6	42	-0.296613
42	6	-0.296613
6	41	-1.85399
41	6	-1.85399
6	43	-0.205778
43	6	-0.205778
6	44	0.248927
44	6	0.248927
6	6	2.18156
6	7	0.345615
7	6	0.345615
6	8	0.262724
8	6	0.262724
5	9	-2.36627
9	5	-2.36627
5	10	-0.364015
10	5	-0.364015
5	11	-0.251823
11	5	-0.251823
5	12	0.303417
12	5	0.303417
5	42	-0.0728077
42	5	-0.0728077
5	41	-0.337428
41	5	-0.337428
5	43	-0.065256
