210	1	210
1	1	97676.9
2	1	2979.01
3	1	79272.2
4	1	-74888.2
5	1	-99259.1
6	1	-2119.64
7	1	-82041.6
8	1	63444.8
9	1	95120
10	1	19212.2
11	1	-72439
12	1	62489.7
13	1	67795.9
14	1	56570.3
15	1	-14199.5
16	1	-77453.8
17	1	79390.7
18	1	57395.7
19	1	-18930
20	1	9882.34
21	1	-45468.5
22	1	47637
23	1	-68586
24	1	-46472
25	1	61008.1
26	1	-14992.3
27	1	85516.3
28	1	84296.6
29	1	-21683
30	1	-6429.06
31	1	30160.3
32	1	-2472.69
33	1	-78701.1
34	1	71039.1
35	1	28288.1
36	1	-57410.1
37	1	-41108.8
38	1	93333.6
39	1	41323.1
40	1	-97996.5
41	1	-27237.5
42	1	69426.1
43	1	-13294.4
44	1	17725.4
45	1	66515.5
46	1	-12447.6
47	1	-52847
48	1	-48489.8
49	1	91425.3
50	1	-55649.7
51	1	-7432.39
52	1	-92320.5
53	1	59028.6
54	1	-72919.8
55	1	-33418.3
56	1	36173.1
57	1	-8245.75
58	1	-62172.8
59	1	-25658.3
60	1	51202.3
61	1	-58367.2
62	1	3132.13
63	1	9812.8
64	1	41600.2
65	1	24232
66	1	53799.9
67	1	84320.7
68	1	-75255
69	1	1376.08
70	1	-6721.6
71	1	-85821.4
72	1	3493.11
73	1	10631.3
74	1	69732.5
75	1	-23048.7
76	1	2958
77	1	18797.8
78	1	41023.8
79	1	-52312.2
80	1	-93618.3
81	1	20210.4
82	1	6796.59
83	1	59092.9
84	1	82018.3
85	1	-89563
86	1	72805
87	1	-60363.3
88	1	-58119.7
89	1	-66091.5
90	1	-93579.3
91	1	-72278.3
92	1	66062.2
93	1	98913.2
94	1	-12143.7
95	1	-53286.1
96	1	13768
97	1	8929.99
98	1	-84087.4
99	1	-44120.3
100	1	-19112.6
101	1	-26995.7
102	1	72337.9
103	1	44824.3
104	1	33371.5
105	1	-92932.3
106	1	-32793.7
107	1	68020.5
108	1	20029.9
109	1	-77009.6
110	1	-10483.1
111	1	-36430.7
112	1	-40655.3
113	1	-60468
114	1	-85552.7
115	1	64400.3
116	1	68400.8
117	1	67450.4
118	1	-87945.6
119	1	-25987.9
120	1	23163.5
121	1	-54524.4
122	1	-9354.91
123	1	55473.7
124	1	55364.5
125	1	67896.2
126	1	-86438.7
127	1	57992.6
128	1	53336.3
129	1	94505.4
130	1	42350.6
131	1	59719.1
132	1	-65958.8
133	1	-71504
134	1	42392.4
135	1	37812.2
136	1	26263.7
137	1	87404.7
138	1	80693.2
139	1	-6479.9
140	1	-32267.4
141	1	17391.1
142	1	-60858.2
143	1	-44880.9
144	1	23678.9
145	1	68356.7
146	1	-8090.88
147	1	17064.5
148	1	36041.9
149	1	55038.5
150	1	-64191.7
151	1	79164.5
152	1	65072.9
153	1	73869.3
154	1	-25429.1
155	1	-58239.7
156	1	-14493
157	1	-4418.25
158	1	46919
159	1	-84980.2
160	1	-25775.6
161	1	-71234.8
162	1	48547.9
163	1	-91972.8
164	1	41366.1
165	1	90005.3
166	1	59777.7
167	1	-42462.7
168	1	-49312.5
169	1	-70771.1
170	1	-52184.5
171	1	15803
172	1	47687.2
173	1	-4681.85
174	1	-63273.5
175	1	79488.2
176	1	-79748.5
177	1	-80640.4
178	1	57537.2
179	1	66596.4
180	1	-673.675
181	1	38897.4
182	1	-36555.2
183	1	-63002.3
184	1	73585.4
185	1	-79689.4
186	1	53340.6
187	1	59297.3
188	1	-34123.8
189	1	26082.7
190	1	-66122.5
191	1	53305.5
192	1	-89481.9
193	1	-84414
194	1	19774.3
195	1	26419.8
196	1	-38158.3
197	1	16817.8
198	1	-17696.2
199	1	97608.4
200	1	14272.5
201	1	-31355
202	1	62683.6
203	1	-46085
204	1	73093.7
205	1	18161.9
206	1	73807.8
207	1	-26338.6
208	1	-75828.5
209	1	15586.3
210	1	-68259
