59	1	59
1	1	-50997.6
2	1	-98687.3
3	1	80435.4
4	1	-81693.7
5	1	-97284.1
6	1	5631.76
7	1	54880.1
8	1	51532.3
9	1	-84698.9
10	1	-53838.3
11	1	-91791
12	1	76553.8
13	1	-30978.4
14	1	-93150.8
15	1	22835.6
16	1	-55448.3
17	1	-64061.6
18	1	-68016.8
19	1	-70773.1
20	1	-70518.3
21	1	49326.3
22	1	12278.9
23	1	-98185.7
24	1	-31327.8
25	1	-89779.9
26	1	-6392.76
27	1	15679.7
28	1	-81598.8
29	1	44666.1
30	1	81982.8
31	1	87383.9
32	1	38051.5
33	1	-89645.1
34	1	-28174.6
35	1	11645.4
36	1	-1340.89
37	1	41883.1
38	1	-1989.15
39	1	-40894.7
40	1	99764.3
41	1	11501
42	1	6306.36
43	1	-57361.2
44	1	77408
45	1	-6312.67
46	1	-34815.5
47	1	77846.6
48	1	79298.9
49	1	75762.5
50	1	37318.6
51	1	67663
52	1	79890.2
53	1	85430.8
54	1	-16084.8
55	1	-69067.2
56	1	71877.3
57	1	32753
58	1	55507.1
59	1	64062.1
