1089	1089	8409
1	1	1.000000
2	2	1.000000
3	3	1.000000
4	4	1.000000
5	5	1.000000
6	6	1.000000
7	7	1.000000
8	8	1.000000
9	9	1.000000
10	10	1.000000
11	11	1.000000
12	12	1.000000
13	13	1.000000
14	14	1.000000
15	15	1.000000
16	16	1.000000
17	17	1.000000
18	18	1.000000
19	19	1.000000
20	20	1.000000
21	21	1.000000
22	22	1.000000
23	23	1.000000
24	24	1.000000
25	25	1.000000
26	26	1.000000
27	27	1.000000
28	28	1.000000
29	29	1.000000
30	30	1.000000
31	31	1.000000
32	32	1.000000
33	33	1.000000
34	34	1.000000
35	35	2.666667
36	35	-0.333333
68	35	-0.333333
69	35	-0.333333
35	36	-0.333333
36	36	2.666667
37	36	-0.333333
68	36	-0.333333
69	36	-0.333333
70	36	-0.333333
36	37	-0.333333
37	37	2.666667
38	37	-0.333333
69	37	-0.333333
70	37	-0.333333
71	37	-0.333333
37	38	-0.333333
38	38	2.666667
39	38	-0.333333
70	38	-0.333333
71	38	-0.333333
72	38	-0.333333
38	39	-0.333333
39	39	2.666667
40	39	-0.333333
71	39	-0.333333
72	39	-0.333333
73	39	-0.333333
39	40	-0.333333
40	40	2.666667
41	40	-0.333333
72	40	-0.333333
73	40	-0.333333
74	40	-0.333333
40	41	-0.333333
41	41	2.666667
42	41	-0.333333
73	41	-0.333333
74	41	-0.333333
75	41	-0.333333
41	42	-0.333333
42	42	2.666667
43	42	-0.333333
74	42	-0.333333
75	42	-0.333333
76	42	-0.333333
42	43	-0.333333
43	43	2.666667
44	43	-0.333333
75	43	-0.333333
76	43	-0.333333
77	43	-0.333333
43	44	-0.333333
44	44	2.666667
45	44	-0.333333
76	44	-0.333333
77	44	-0.333333
78	44	-0.333333
44	45	-0.333333
45	45	2.666667
46	45	-0.333333
77	45	-0.333333
78	45	-0.333333
79	45	-0.333333
45	46	-0.333333
46	46	2.666667
47	46	-0.333333
78	46	-0.333333
79	46	-0.333333
80	46	-0.333333
46	47	-0.333333
47	47	2.666667
48	47	-0.333333
79	47	-0.333333
80	47	-0.333333
81	47	-0.333333
47	48	-0.333333
48	48	2.666667
49	48	-0.333333
80	48	-0.333333
81	48	-0.333333
82	48	-0.333333
48	49	-0.333333
49	49	2.666667
50	49	-0.333333
81	49	-0.333333
82	49	-0.333333
83	49	-0.333333
49	50	-0.333333
50	50	2.666667
51	50	-0.333333
82	50	-0.333333
83	50	-0.333333
84	50	-0.333333
50	51	-0.333333
51	51	2.666667
52	51	-0.333333
83	51	-0.333333
84	51	-0.333333
85	51	-0.333333
51	52	-0.333333
52	52	2.666667
53	52	-0.333333
84	52	-0.333333
85	52	-0.333333
86	52	-0.333333
52	53	-0.333333
53	53	2.666667
54	53	-0.333333
85	53	-0.333333
86	53	-0.333333
87	53	-0.333333
53	54	-0.333333
54	54	2.666667
55	54	-0.333333
86	54	-0.333333
87	54	-0.333333
88	54	-0.333333
54	55	-0.333333
55	55	2.666667
56	55	-0.333333
87	55	-0.333333
88	55	-0.333333
89	55	-0.333333
55	56	-0.333333
56	56	2.666667
57	56	-0.333333
88	56	-0.333333
89	56	-0.333333
90	56	-0.333333
56	57	-0.333333
57	57	2.666667
58	57	-0.333333
89	57	-0.333333
90	57	-0.333333
91	57	-0.333333
57	58	-0.333333
58	58	2.666667
59	58	-0.333333
90	58	-0.333333
91	58	-0.333333
92	58	-0.333333
58	59	-0.333333
59	59	2.666667
60	59	-0.333333
91	59	-0.333333
92	59	-0.333333
93	59	-0.333333
59	60	-0.333333
60	60	2.666667
61	60	-0.333333
92	60	-0.333333
93	60	-0.333333
94	60	-0.333333
60	61	-0.333333
61	61	2.666667
62	61	-0.333333
93	61	-0.333333
94	61	-0.333333
95	61	-0.333333
61	62	-0.333333
62	62	2.666667
63	62	-0.333333
94	62	-0.333333
95	62	-0.333333
96	62	-0.333333
62	63	-0.333333
63	63	2.666667
64	63	-0.333333
95	63	-0.333333
96	63	-0.333333
97	63	-0.333333
63	64	-0.333333
